"bbref_id","season","Name","Age","Level","Team","G","PA","AB","R","H","X1B","X2B","X3B","HR","RBI","BB","IBB","uBB","SO","HBP","SH","SF","GDP","SB","CS","BA","OBP","SLG","OPS","wOBA","wOBA_CON","Date"
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,11,11,1,4,2,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0.364,0.364,0.727,1.091,0.456,0.627,2023-04-07
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,15,14,1,5,3,1,0,1,3,0,0,0,3,0,0,1,0,0,0,0.357,0.333,0.643,0.976,0.393,0.536,2023-04-08
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,18,17,1,6,4,1,0,1,4,0,0,0,3,0,0,1,0,0,0,0.353,0.333,0.588,0.922,0.377,0.484,2023-04-09
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,19,18,1,6,4,1,0,1,4,0,0,0,3,0,0,1,0,0,0,0.333,0.316,0.556,0.871,0.357,0.452,2023-04-10
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,23,21,1,6,4,1,0,1,4,0,0,0,5,1,0,1,0,0,0,0.286,0.304,0.476,0.781,0.326,0.424,2023-04-11
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,25,23,1,6,4,1,0,1,4,0,0,0,6,1,0,1,0,0,0,0.261,0.28,0.435,0.715,0.3,0.399,2023-04-12
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,24,22,1,6,4,1,0,1,4,0,0,0,6,1,0,1,0,0,0,0.273,0.292,0.455,0.746,0.313,0.424,2023-04-13
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,24,22,2,6,3,1,0,2,4,0,0,0,7,1,0,1,0,0,0,0.273,0.292,0.591,0.883,0.359,0.527,2023-04-14
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",10,26,24,2,8,4,2,0,2,4,0,0,0,7,1,0,1,0,0,0,0.333,0.346,0.667,1.013,0.414,0.59,2023-04-15
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,24,22,2,8,4,2,0,2,4,0,0,0,6,1,0,1,0,0,0,0.364,0.375,0.727,1.102,0.448,0.627,2023-04-16
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,24,22,2,8,4,2,0,2,4,0,0,0,6,1,0,1,0,0,0,0.364,0.375,0.727,1.102,0.448,0.627,2023-04-17
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,23,21,1,7,4,2,0,1,3,0,0,0,6,1,0,1,0,0,0,0.333,0.348,0.571,0.919,0.38,0.535,2023-04-18
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,19,18,1,6,3,2,0,1,2,0,0,0,6,1,0,0,0,0,0,0.333,0.368,0.611,0.98,0.414,0.595,2023-04-19
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,16,15,1,5,2,2,0,1,1,0,0,0,6,1,0,0,0,0,0,0.333,0.375,0.667,1.042,0.436,0.695,2023-04-20
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,19,17,1,6,3,2,0,1,2,1,0,1,7,1,0,0,0,0,0,0.353,0.421,0.647,1.068,0.451,0.714,2023-04-21
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,18,17,1,6,3,2,0,1,2,1,0,1,8,0,0,0,0,0,0,0.353,0.389,0.647,1.036,0.435,0.793,2023-04-22
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,19,18,1,7,4,2,0,1,2,1,0,1,8,0,0,0,0,0,1,0.389,0.421,0.667,1.088,0.459,0.802,2023-04-23
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,16,15,1,5,3,1,0,1,2,1,0,1,7,0,0,0,0,0,1,0.333,0.375,0.6,0.975,0.412,0.737,2023-04-24
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,16,15,1,5,3,1,0,1,2,1,0,1,6,0,0,0,0,0,1,0.333,0.375,0.6,0.975,0.412,0.655,2023-04-25
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,18,17,2,4,3,0,0,1,2,1,0,1,7,0,0,0,0,1,1,0.235,0.278,0.412,0.69,0.297,0.465,2023-04-26
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,21,20,2,4,3,0,0,1,2,1,0,1,8,0,0,0,0,1,1,0.2,0.238,0.35,0.588,0.255,0.388,2023-04-27
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,24,23,4,6,3,2,0,1,2,1,0,1,9,0,0,0,0,1,1,0.261,0.292,0.478,0.77,0.327,0.51,2023-04-28
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,24,23,4,6,3,2,0,1,2,1,0,1,9,0,0,0,0,1,1,0.261,0.292,0.478,0.77,0.327,0.51,2023-04-29
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,28,27,4,7,4,2,0,1,2,1,0,1,10,0,0,0,0,1,1,0.259,0.286,0.444,0.73,0.311,0.472,2023-04-30
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,32,30,4,7,4,2,0,1,2,2,0,2,10,0,0,0,1,1,1,0.233,0.281,0.4,0.681,0.294,0.401,2023-05-01
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,31,29,4,7,4,2,0,1,1,1,0,1,9,0,0,0,1,1,1,0.241,0.267,0.414,0.681,0.291,0.401,2023-05-02
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,32,30,4,8,5,2,0,1,2,1,0,1,6,0,0,0,2,1,1,0.267,0.29,0.433,0.724,0.31,0.371,2023-05-03
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,29,27,4,7,4,2,0,1,2,1,0,1,5,0,0,0,2,1,0,0.259,0.286,0.444,0.73,0.311,0.365,2023-05-04
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,33,30,4,8,5,2,0,1,2,1,0,1,7,1,0,0,2,1,0,0.267,0.313,0.433,0.746,0.323,0.387,2023-05-05
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,33,30,3,9,7,2,0,0,2,1,0,1,6,1,0,0,2,1,0,0.3,0.344,0.367,0.711,0.315,0.361,2023-05-06
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,32,29,2,9,7,2,0,0,2,1,0,1,5,1,0,0,2,0,1,0.31,0.355,0.379,0.734,0.326,0.361,2023-05-07
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,29,26,2,9,7,2,0,0,2,1,0,1,4,1,0,0,2,0,1,0.346,0.393,0.423,0.816,0.36,0.394,2023-05-08
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,30,27,0,8,8,0,0,0,3,1,0,1,4,1,0,0,2,0,1,0.296,0.345,0.296,0.641,0.293,0.307,2023-05-09
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,34,30,1,8,8,0,0,0,3,1,0,1,4,1,1,0,2,0,1,0.267,0.313,0.267,0.579,0.265,0.272,2023-05-10
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,30,26,1,7,7,0,0,0,3,1,0,1,3,1,1,0,2,0,1,0.269,0.321,0.269,0.591,0.272,0.269,2023-05-11
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,30,27,1,7,7,0,0,0,3,0,0,0,4,1,1,0,1,0,1,0.259,0.286,0.259,0.545,0.247,0.269,2023-05-12
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,27,25,1,6,6,0,0,0,3,0,0,0,4,1,1,0,1,0,1,0.24,0.269,0.24,0.509,0.232,0.252,2023-05-13
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,27,25,1,5,5,0,0,0,2,0,0,0,5,1,1,0,1,0,1,0.2,0.231,0.2,0.431,0.198,0.221,2023-05-14
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,30,28,1,5,5,0,0,0,2,0,0,0,5,1,1,0,1,0,1,0.179,0.207,0.179,0.386,0.177,0.192,2023-05-15
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,26,25,1,4,4,0,0,0,2,0,0,0,3,0,1,0,1,0,1,0.16,0.16,0.16,0.32,0.141,0.161,2023-05-16
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,22,21,1,2,2,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0.095,0.095,0.095,0.19,0.084,0.098,2023-05-17
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,19,18,1,1,1,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0.056,0.056,0.056,0.111,0.049,0.059,2023-05-18
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,22,21,1,2,2,0,0,0,1,0,0,0,4,0,1,0,2,0,0,0.095,0.095,0.095,0.19,0.084,0.104,2023-05-19
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,22,21,3,4,3,1,0,0,1,0,0,0,3,0,1,0,2,0,0,0.191,0.191,0.238,0.429,0.185,0.216,2023-05-20
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,21,21,3,5,3,2,0,0,1,0,0,0,3,0,0,0,2,0,0,0.238,0.238,0.333,0.571,0.245,0.285,2023-05-21
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,22,22,3,5,3,2,0,0,1,0,0,0,4,0,0,0,2,0,0,0.227,0.227,0.318,0.546,0.234,0.285,2023-05-22
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,20,20,3,5,3,2,0,0,1,0,0,0,3,0,0,0,2,0,0,0.25,0.25,0.35,0.6,0.257,0.302,2023-05-23
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,20,20,3,5,3,2,0,0,1,0,0,0,3,0,0,0,2,0,0,0.25,0.25,0.35,0.6,0.257,0.302,2023-05-24
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,19,19,3,5,3,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0.263,0.263,0.368,0.632,0.27,0.302,2023-05-25
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,16,16,3,5,3,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0.313,0.313,0.438,0.75,0.321,0.367,2023-05-26
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,16,16,3,5,3,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0.313,0.313,0.438,0.75,0.321,0.367,2023-05-27
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,19,19,3,5,3,2,0,0,1,0,0,0,4,0,0,0,1,0,0,0.263,0.263,0.368,0.632,0.27,0.342,2023-05-28
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,19,19,3,5,3,2,0,0,1,0,0,0,4,0,0,0,1,0,0,0.263,0.263,0.368,0.632,0.27,0.342,2023-05-29
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,16,16,3,4,2,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0.25,0.25,0.375,0.625,0.266,0.327,2023-05-30
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,16,16,2,2,0,1,0,1,1,0,0,0,5,0,0,0,0,0,0,0.125,0.125,0.375,0.5,0.203,0.295,2023-05-31
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,16,16,1,1,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0.063,0.063,0.25,0.313,0.125,0.223,2023-06-01
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,15,15,1,1,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0.067,0.067,0.267,0.333,0.134,0.223,2023-06-02
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,17,17,2,2,1,0,0,1,1,0,0,0,6,0,0,0,1,0,0,0.118,0.118,0.294,0.412,0.17,0.262,2023-06-03
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,17,17,2,2,1,0,0,1,1,0,0,0,6,0,0,0,1,0,0,0.118,0.118,0.294,0.412,0.17,0.262,2023-06-04
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,18,18,2,3,2,0,0,1,2,0,0,0,7,0,0,0,1,0,0,0.167,0.167,0.333,0.5,0.209,0.343,2023-06-05
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,18,18,2,3,2,0,0,1,2,0,0,0,7,0,0,0,1,0,0,0.167,0.167,0.333,0.5,0.209,0.343,2023-06-06
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,18,18,2,3,2,0,0,1,2,0,0,0,7,0,0,0,1,0,0,0.167,0.167,0.333,0.5,0.209,0.343,2023-06-07
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,15,15,2,3,2,0,0,1,2,0,0,0,5,0,0,0,1,0,0,0.2,0.2,0.4,0.6,0.251,0.377,2023-06-08
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,19,19,3,4,3,0,0,1,2,0,0,0,6,0,0,0,1,0,0,0.211,0.211,0.368,0.579,0.245,0.358,2023-06-09
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",9,22,22,3,5,4,0,0,1,2,0,0,0,7,0,0,0,1,0,0,0.227,0.227,0.364,0.591,0.252,0.369,2023-06-10
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,18,18,2,4,4,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0.222,0.222,0.222,0.444,0.196,0.272,2023-06-11
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,18,18,2,4,4,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0.222,0.222,0.222,0.444,0.196,0.272,2023-06-12
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,19,19,3,5,4,1,0,0,2,0,0,0,5,0,0,0,1,0,0,0.263,0.263,0.316,0.579,0.251,0.341,2023-06-13
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,19,19,2,5,3,2,0,0,3,0,0,0,6,0,0,0,0,1,0,0.263,0.263,0.368,0.632,0.27,0.395,2023-06-14
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,19,19,2,5,3,2,0,0,3,0,0,0,6,0,0,0,0,1,0,0.263,0.263,0.368,0.632,0.27,0.395,2023-06-15
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,19,19,2,4,2,2,0,0,2,0,0,0,7,0,0,0,0,1,0,0.211,0.211,0.316,0.526,0.224,0.354,2023-06-16
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,24,24,2,5,3,2,0,0,2,0,0,0,7,0,0,0,0,1,0,0.208,0.208,0.292,0.5,0.214,0.302,2023-06-17
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,28,28,2,5,3,2,0,0,2,0,0,0,9,0,0,0,0,1,0,0.179,0.179,0.25,0.429,0.183,0.27,2023-06-18
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",8,28,28,2,5,3,2,0,0,2,0,0,0,9,0,0,0,0,1,0,0.179,0.179,0.25,0.429,0.183,0.27,2023-06-19
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,24,24,1,4,2,2,0,0,2,0,0,0,8,0,0,0,0,1,0,0.167,0.167,0.25,0.417,0.177,0.266,2023-06-20
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,21,21,1,3,1,2,0,0,2,0,0,0,7,0,0,0,0,1,0,0.143,0.143,0.238,0.381,0.161,0.241,2023-06-21
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,21,21,1,3,1,2,0,0,2,0,0,0,7,0,0,0,0,1,0,0.143,0.143,0.238,0.381,0.161,0.241,2023-06-22
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,22,22,1,3,1,2,0,0,2,0,0,0,5,0,0,0,0,1,0,0.136,0.136,0.227,0.364,0.153,0.198,2023-06-23
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,21,21,0,2,1,1,0,0,1,0,0,0,5,0,0,0,0,1,0,0.095,0.095,0.143,0.238,0.101,0.133,2023-06-24
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,20,20,1,2,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.123,0.163,2023-06-25
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,20,20,1,2,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.123,0.163,2023-06-26
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",4,16,16,1,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0.125,0.125,0.25,0.375,0.153,0.189,2023-06-27
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",4,15,15,2,2,0,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0.133,0.133,0.467,0.6,0.238,0.298,2023-06-28
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",3,11,11,2,2,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0.182,0.182,0.636,0.818,0.325,0.357,2023-06-29
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",3,11,11,2,2,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0.182,0.182,0.636,0.818,0.325,0.357,2023-06-30
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",4,16,15,3,4,2,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0.267,0.313,0.6,0.913,0.377,0.411,2023-07-01
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,16,15,3,4,2,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0.267,0.313,0.6,0.913,0.377,0.411,2023-07-02
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,16,15,3,4,2,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0.267,0.313,0.6,0.913,0.377,0.411,2023-07-03
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",4,12,11,3,4,2,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0.364,0.417,0.818,1.235,0.503,0.593,2023-07-04
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",4,12,11,3,4,2,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0.364,0.417,0.818,1.235,0.503,0.593,2023-07-05
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",4,9,8,3,3,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0.375,0.444,0.75,1.194,0.496,0.539,2023-07-06
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,9,8,3,3,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0.375,0.444,0.75,1.194,0.496,0.539,2023-07-07
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,13,12,4,4,3,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0.333,0.385,0.583,0.968,0.411,0.423,2023-07-08
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,12,11,4,4,3,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0.364,0.417,0.636,1.053,0.446,0.465,2023-07-09
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,12,11,4,4,3,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0.364,0.417,0.636,1.053,0.446,0.465,2023-07-10
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,12,11,4,4,3,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0.364,0.417,0.636,1.053,0.446,0.465,2023-07-11
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,7,7,3,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0.286,0.286,0.714,1,0.412,0.412,2023-07-12
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",4,7,7,3,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0.286,0.286,0.714,1,0.412,0.412,2023-07-13
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",4,7,7,3,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0.286,0.286,0.714,1,0.412,0.412,2023-07-14
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,13,12,4,4,3,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0.333,0.385,0.583,0.968,0.414,0.388,2023-07-15
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,13,12,5,4,3,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0.333,0.385,0.583,0.968,0.414,0.388,2023-07-16
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,13,12,4,4,3,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0.333,0.385,0.583,0.968,0.414,0.388,2023-07-17
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,13,12,4,4,3,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0.333,0.385,0.583,0.968,0.414,0.388,2023-07-18
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,11,10,3,3,2,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0.3,0.364,0.6,0.964,0.409,0.419,2023-07-19
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,8,7,2,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.286,0.375,0.286,0.661,0.312,0.294,2023-07-20
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,8,7,2,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.286,0.375,0.286,0.661,0.312,0.294,2023-07-21
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,10,8,2,3,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.375,0.5,0.5,1,0.443,0.43,2023-07-22
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,10,8,2,3,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.375,0.5,0.5,1,0.443,0.43,2023-07-23
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,11,9,2,3,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.333,0.455,0.444,0.899,0.403,0.376,2023-07-24
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",7,11,9,2,3,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.333,0.455,0.444,0.899,0.403,0.376,2023-07-25
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,8,6,2,2,0,1,0,1,1,2,0,2,1,0,0,0,1,0,0,0.333,0.5,1,1.5,0.58,0.65,2023-07-26
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,8,6,1,2,0,1,0,1,1,2,0,2,1,0,0,0,1,0,0,0.333,0.5,1,1.5,0.58,0.65,2023-07-27
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,8,6,1,2,0,1,0,1,1,2,0,2,1,0,0,0,1,0,0,0.333,0.5,1,1.5,0.58,0.65,2023-07-28
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,8,6,1,2,0,1,0,1,1,2,0,2,1,0,0,0,1,0,0,0.333,0.5,1,1.5,0.58,0.65,2023-07-29
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,11,9,1,3,1,1,0,1,1,2,0,2,4,0,0,0,1,0,0,0.333,0.455,0.778,1.232,0.502,0.826,2023-07-30
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,11,9,1,3,1,1,0,1,1,2,0,2,4,0,0,0,1,0,0,0.333,0.455,0.778,1.232,0.502,0.826,2023-07-31
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,11,9,1,3,1,1,0,1,1,2,0,2,4,0,0,0,1,0,0,0.333,0.455,0.778,1.232,0.502,0.826,2023-08-01
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,13,11,2,2,1,0,0,1,1,1,0,1,6,1,0,0,1,0,0,0.182,0.308,0.455,0.762,0.331,0.577,2023-08-02
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,13,11,2,2,1,0,0,1,1,1,0,1,6,1,0,0,1,0,0,0.182,0.308,0.455,0.762,0.331,0.577,2023-08-03
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,12,10,2,2,1,0,0,1,1,1,0,1,6,1,0,0,1,0,0,0.2,0.333,0.5,0.833,0.359,0.722,2023-08-04
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,12,10,2,2,1,0,0,1,1,1,0,1,6,1,0,0,1,0,0,0.2,0.333,0.5,0.833,0.359,0.722,2023-08-05
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,13,12,1,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0.083,0.154,0.083,0.237,0.124,0.147,2023-08-06
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,13,12,1,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0.083,0.154,0.083,0.237,0.124,0.147,2023-08-07
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,13,12,1,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0.083,0.154,0.083,0.237,0.124,0.147,2023-08-08
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",6,16,14,1,1,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0.071,0.188,0.071,0.259,0.146,0.126,2023-08-09
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,11,9,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0.182,0,0.182,0.132,0,2023-08-10
"sosaed01",2023,"Edmundo Sosa",27,"Maj-NL","Philadelphia",5,16,12,3,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0.083,0.313,0.083,0.396,0.237,0.11,2023-08-11
